trip_id,origin,destination,order_index
40285,Москва (SVO),Париж (CDG),1
25205,Москва (SVO),Париж (CDG),1
7474,Сингапур (SIN),Бали (DPS),2
16918,Дубай (DXB),Бангкок (BKK),1
13668,Париж (CDG),Рим (FCO),1
26630,New York,Los Angeles,1
20945,Краснодар,Сочи,1
4076,Paris,Lyon,1
32306,Paris,Lyon,1
34063,Дубай (DXB),Бангкок (BKK),1
34956,Мадрид (MAD),Барселона,1
49127,Токио (HND),Сеул (ICN),1
18496,Chicago,Miami,2
47188,Дубай (DXB),Бангкок (BKK),1
36576,Chicago,Miami,1
40629,Стамбул (IST),Афины (ATH),1
43617,Новосибирск,Горно-Алтайск,1
5428,Москва,Санкт-Петербург,1
12639,Лондон (LHR),Нью-Йорк (JFK),1
33703,Стамбул (IST),Афины (ATH),1
28670,Rome,Milan,1
3794,Paris,Lyon,2
17825,Дубай (DXB),Бангкок (BKK),1
14501,Москва,Санкт-Петербург,1
820,Краснодар,Сочи,1
32897,Мюнхен,Вена,1
5127,London,Edinburgh,1
34990,Стамбул (IST),Афины (ATH),1
37405,Rome,Milan,1
31014,Москва (SVO),Париж (CDG),1
48828,Москва (SVO),Париж (CDG),1
43720,Берлин (BER),Амстердам (AMS),1
15604,Краснодар,Сочи,1
26098,Москва,Санкт-Петербург,1
45538,Москва,Санкт-Петербург,1
22614,Дубай (DXB),Бангкок (BKK),3
36670,London,Edinburgh,2
5629,London,Edinburgh,1
21689,Новосибирск,Горно-Алтайск,1
2010,Новосибирск,Горно-Алтайск,1
22815,Стамбул (IST),Афины (ATH),1
47859,Frankfurt,Hamburg,1
24330,Frankfurt,Hamburg,1
32530,Токио (HND),Сеул (ICN),1
1858,Дубай (DXB),Бангкок (BKK),1
42290,Paris,Lyon,1
46494,New York,Los Angeles,1
26001,Москва,Санкт-Петербург,1
2137,Paris,Lyon,1
7203,Берлин (BER),Амстердам (AMS),1
34298,Токио (HND),Сеул (ICN),1
41099,Сингапур (SIN),Бали (DPS),1
10784,Paris,Lyon,1
2713,Paris,Lyon,1
21946,Rome,Milan,1
33340,Новосибирск,Горно-Алтайск,1
31420,Екатеринбург,Казань,1
15284,London,Edinburgh,2
20883,Frankfurt,Hamburg,1
33371,Москва (SVO),Париж (CDG),1
2144,New York,Los Angeles,1
48928,Rome,Milan,1
34143,Frankfurt,Hamburg,1
30394,Chicago,Miami,1
38765,Сингапур (SIN),Бали (DPS),1
17800,New York,Los Angeles,1
14119,Chicago,Miami,2
17393,Краснодар,Сочи,1
183,Москва,Санкт-Петербург,1
38634,Екатеринбург,Казань,1
38980,Париж (CDG),Рим (FCO),1
17627,Paris,Lyon,1
21120,Стамбул (IST),Афины (ATH),1
6350,Берлин (BER),Амстердам (AMS),1
29010,Chicago,Miami,1
7156,Лондон (LHR),Нью-Йорк (JFK),3
31324,New York,Los Angeles,1
14603,Мюнхен,Вена,1
8540,Frankfurt,Hamburg,1
35479,Paris,Lyon,1
12408,New York,Los Angeles,2
17340,Берлин (BER),Амстердам (AMS),1
29629,Chicago,Miami,1
2347,Стамбул (IST),Афины (ATH),1
3240,Frankfurt,Hamburg,1
29598,London,Edinburgh,2
6697,Лондон (LHR),Нью-Йорк (JFK),1
21992,Париж (CDG),Рим (FCO),1
12992,Дубай (DXB),Бангкок (BKK),1
4808,Chicago,Miami,1
12769,Дубай (DXB),Бангкок (BKK),1
29154,Лондон (LHR),Нью-Йорк (JFK),3
40354,Мадрид (MAD),Барселона,2
47708,New York,Los Angeles,1
158,London,Edinburgh,1
20881,Токио (HND),Сеул (ICN),1
47122,Мадрид (MAD),Барселона,1
13575,Екатеринбург,Казань,1
27537,Лондон (LHR),Нью-Йорк (JFK),1
17408,Лондон (LHR),Нью-Йорк (JFK),1
9211,Стамбул (IST),Афины (ATH),1
42019,Берлин (BER),Амстердам (AMS),1
7181,Новосибирск,Горно-Алтайск,1
28976,Chicago,Miami,1
11697,Frankfurt,Hamburg,1
31159,Токио (HND),Сеул (ICN),3
10938,Rome,Milan,1
26612,Краснодар,Сочи,1
22964,Москва,Санкт-Петербург,1
37139,Мадрид (MAD),Барселона,1
118,Краснодар,Сочи,1
20504,Paris,Lyon,1
8553,Chicago,Miami,1
4146,Токио (HND),Сеул (ICN),1
17579,New York,Los Angeles,1
44510,Москва,Санкт-Петербург,1
49740,Frankfurt,Hamburg,1
3606,Новосибирск,Горно-Алтайск,1
16338,London,Edinburgh,1
28411,Лондон (LHR),Нью-Йорк (JFK),1
38354,Мадрид (MAD),Барселона,1
38940,New York,Los Angeles,1
2617,Новосибирск,Горно-Алтайск,1
39406,Лондон (LHR),Нью-Йорк (JFK),1
32116,New York,Los Angeles,1
30046,Chicago,Miami,1
13155,Токио (HND),Сеул (ICN),1
397,Москва (SVO),Париж (CDG),2
1657,New York,Los Angeles,1
20252,Frankfurt,Hamburg,1
23050,Стамбул (IST),Афины (ATH),1
5836,Москва,Санкт-Петербург,1
30837,Мюнхен,Вена,1
22418,Мадрид (MAD),Барселона,2
20072,Стамбул (IST),Афины (ATH),1
43635,Берлин (BER),Амстердам (AMS),1
33203,Берлин (BER),Амстердам (AMS),1
25615,Дубай (DXB),Бангкок (BKK),1
5957,Мадрид (MAD),Барселона,1
49702,Москва (SVO),Париж (CDG),1
49799,Токио (HND),Сеул (ICN),1
11827,Frankfurt,Hamburg,1
26851,Мадрид (MAD),Барселона,1
46434,Мюнхен,Вена,2
29421,Берлин (BER),Амстердам (AMS),1
12647,Лондон (LHR),Нью-Йорк (JFK),1
6937,Мадрид (MAD),Барселона,1
37193,New York,Los Angeles,1
39656,Екатеринбург,Казань,1
10721,Мадрид (MAD),Барселона,2
20667,Москва (SVO),Париж (CDG),1
3039,Краснодар,Сочи,1
311,Дубай (DXB),Бангкок (BKK),1
38098,Paris,Lyon,1
17490,Лондон (LHR),Нью-Йорк (JFK),1
47117,Стамбул (IST),Афины (ATH),1
15306,Токио (HND),Сеул (ICN),1
29433,Мадрид (MAD),Барселона,1
4043,Париж (CDG),Рим (FCO),1
41535,Мадрид (MAD),Барселона,1
4424,Токио (HND),Сеул (ICN),1
10035,Лондон (LHR),Нью-Йорк (JFK),1
451,Москва (SVO),Париж (CDG),1
42876,Токио (HND),Сеул (ICN),1
30488,Стамбул (IST),Афины (ATH),1
18979,Токио (HND),Сеул (ICN),1
35252,Мадрид (MAD),Барселона,2
19607,Токио (HND),Сеул (ICN),1
31670,Москва (SVO),Париж (CDG),1
49546,Дубай (DXB),Бангкок (BKK),1
25160,Екатеринбург,Казань,1
28957,Сингапур (SIN),Бали (DPS),1
8217,Paris,Lyon,1
7574,New York,Los Angeles,1
22404,Токио (HND),Сеул (ICN),2
49097,New York,Los Angeles,2
1543,New York,Los Angeles,1
27262,Краснодар,Сочи,1
8377,Токио (HND),Сеул (ICN),1
8558,Екатеринбург,Казань,1
42980,Екатеринбург,Казань,1
41808,Chicago,Miami,2
12660,Берлин (BER),Амстердам (AMS),1
24394,Екатеринбург,Казань,2
31314,Токио (HND),Сеул (ICN),1
40413,Москва (SVO),Париж (CDG),2
19103,Chicago,Miami,1
30087,Rome,Milan,1
43076,London,Edinburgh,1
11946,Сингапур (SIN),Бали (DPS),1
45252,Chicago,Miami,1
16537,Paris,Lyon,1
25971,Париж (CDG),Рим (FCO),1
13732,Paris,Lyon,3
2808,Rome,Milan,1
38441,Мадрид (MAD),Барселона,1
3491,Rome,Milan,2
11125,Frankfurt,Hamburg,1
5129,Paris,Lyon,1
21953,Frankfurt,Hamburg,1
40383,Москва,Санкт-Петербург,1
9724,Стамбул (IST),Афины (ATH),2
16287,Сингапур (SIN),Бали (DPS),1
46497,London,Edinburgh,1
5847,Новосибирск,Горно-Алтайск,2
41658,Москва,Санкт-Петербург,1
20578,Стамбул (IST),Афины (ATH),1
36956,Мюнхен,Вена,1
48352,Москва (SVO),Париж (CDG),1
36038,Лондон (LHR),Нью-Йорк (JFK),2
18584,Мюнхен,Вена,2
14971,Стамбул (IST),Афины (ATH),1
35447,Дубай (DXB),Бангкок (BKK),1
23239,Rome,Milan,1
8889,Frankfurt,Hamburg,2
15446,Москва (SVO),Париж (CDG),2
232,Мадрид (MAD),Барселона,1
40295,Мюнхен,Вена,1
14699,Стамбул (IST),Афины (ATH),1
41486,Дубай (DXB),Бангкок (BKK),1
29329,Новосибирск,Горно-Алтайск,1
18952,Мюнхен,Вена,1
1784,Дубай (DXB),Бангкок (BKK),1
2347,Москва,Санкт-Петербург,2
19727,Токио (HND),Сеул (ICN),1
42169,New York,Los Angeles,1
3575,Paris,Lyon,1
41358,Paris,Lyon,1
9530,Екатеринбург,Казань,1
17609,Новосибирск,Горно-Алтайск,1
30059,Chicago,Miami,1
43431,Екатеринбург,Казань,2
34789,Новосибирск,Горно-Алтайск,1
527,Chicago,Miami,1
28955,Мадрид (MAD),Барселона,1
11946,Сингапур (SIN),Бали (DPS),2
30872,Мадрид (MAD),Барселона,1
46800,Frankfurt,Hamburg,1
5740,Paris,Lyon,1
10033,Мюнхен,Вена,1
49789,Новосибирск,Горно-Алтайск,2
25807,Chicago,Miami,2
24477,Берлин (BER),Амстердам (AMS),1
13290,Москва (SVO),Париж (CDG),1
32589,Лондон (LHR),Нью-Йорк (JFK),1
40202,Париж (CDG),Рим (FCO),1
33233,New York,Los Angeles,1
41611,Краснодар,Сочи,1
39823,Новосибирск,Горно-Алтайск,1
12292,Дубай (DXB),Бангкок (BKK),1
30404,New York,Los Angeles,2
18323,Краснодар,Сочи,1
38536,Берлин (BER),Амстердам (AMS),1
46777,Берлин (BER),Амстердам (AMS),1
23291,Frankfurt,Hamburg,1
25932,Москва (SVO),Париж (CDG),2
26763,Chicago,Miami,1
5137,Мюнхен,Вена,1
18427,Frankfurt,Hamburg,1
39346,Chicago,Miami,2
45895,Москва (SVO),Париж (CDG),1
20873,Paris,Lyon,1
4373,New York,Los Angeles,1
11955,Москва,Санкт-Петербург,1
39360,Мюнхен,Вена,1
36698,Берлин (BER),Амстердам (AMS),1
32297,Сингапур (SIN),Бали (DPS),1
10192,Дубай (DXB),Бангкок (BKK),1
3407,Москва (SVO),Париж (CDG),1
701,Новосибирск,Горно-Алтайск,1
42482,Дубай (DXB),Бангкок (BKK),1
36018,Chicago,Miami,1
36454,Дубай (DXB),Бангкок (BKK),1
1036,Екатеринбург,Казань,1
39778,Rome,Milan,1
35850,Мюнхен,Вена,1
31445,Стамбул (IST),Афины (ATH),1
25650,Chicago,Miami,1
9554,Москва (SVO),Париж (CDG),3
26690,Мадрид (MAD),Барселона,2
8952,New York,Los Angeles,1
48321,New York,Los Angeles,1
21505,Мюнхен,Вена,1
12873,New York,Los Angeles,1
22898,Токио (HND),Сеул (ICN),1
23080,Мюнхен,Вена,1
32686,Мюнхен,Вена,1
39871,Лондон (LHR),Нью-Йорк (JFK),1
10449,Краснодар,Сочи,2
26468,Paris,Lyon,1
5167,Дубай (DXB),Бангкок (BKK),1
31226,Екатеринбург,Казань,1
34005,Paris,Lyon,1
19456,Мюнхен,Вена,1
33387,Москва,Санкт-Петербург,1
19528,Сингапур (SIN),Бали (DPS),1
27942,Paris,Lyon,1
43137,Мадрид (MAD),Барселона,2
38117,Стамбул (IST),Афины (ATH),2
10280,Frankfurt,Hamburg,1
24523,Дубай (DXB),Бангкок (BKK),1
15168,New York,Los Angeles,1
2825,Дубай (DXB),Бангкок (BKK),1
5919,Сингапур (SIN),Бали (DPS),1
41608,Екатеринбург,Казань,1
11670,Мадрид (MAD),Барселона,1
13705,Сингапур (SIN),Бали (DPS),1
27924,Сингапур (SIN),Бали (DPS),1
7702,Мадрид (MAD),Барселона,1
46269,Frankfurt,Hamburg,1
43716,Frankfurt,Hamburg,1
15266,Мюнхен,Вена,1
5750,Париж (CDG),Рим (FCO),1
3246,Москва (SVO),Париж (CDG),2
20805,New York,Los Angeles,1
30218,Екатеринбург,Казань,2
31251,Берлин (BER),Амстердам (AMS),1
2544,Лондон (LHR),Нью-Йорк (JFK),1
40148,Мадрид (MAD),Барселона,1
48476,Лондон (LHR),Нью-Йорк (JFK),1
14,Берлин (BER),Амстердам (AMS),1
49376,Лондон (LHR),Нью-Йорк (JFK),1
27222,Екатеринбург,Казань,1
25279,Париж (CDG),Рим (FCO),1
27363,Frankfurt,Hamburg,1
23363,Екатеринбург,Казань,2
43291,Париж (CDG),Рим (FCO),1
29235,London,Edinburgh,1
20417,Париж (CDG),Рим (FCO),1
17726,Paris,Lyon,1
14799,Paris,Lyon,1
25925,Москва (SVO),Париж (CDG),1
3677,Краснодар,Сочи,1
41756,Краснодар,Сочи,1
46026,Мадрид (MAD),Барселона,1
10788,Екатеринбург,Казань,1
20322,Сингапур (SIN),Бали (DPS),1
11420,Екатеринбург,Казань,1
42082,Frankfurt,Hamburg,1
28912,Новосибирск,Горно-Алтайск,1
37362,Лондон (LHR),Нью-Йорк (JFK),1
7928,Париж (CDG),Рим (FCO),1
17560,Берлин (BER),Амстердам (AMS),1
11427,Лондон (LHR),Нью-Йорк (JFK),1
47083,Chicago,Miami,1
41771,Краснодар,Сочи,1
6375,Дубай (DXB),Бангкок (BKK),1
37797,Париж (CDG),Рим (FCO),1
11591,Краснодар,Сочи,2
16084,Париж (CDG),Рим (FCO),1
35406,Париж (CDG),Рим (FCO),1
27505,Париж (CDG),Рим (FCO),1
15755,Rome,Milan,1
23965,Chicago,Miami,1
8992,Стамбул (IST),Афины (ATH),1
109,Paris,Lyon,1
38793,New York,Los Angeles,1
27127,Краснодар,Сочи,1
40181,Мюнхен,Вена,1
38176,Дубай (DXB),Бангкок (BKK),1
10931,London,Edinburgh,1
28568,Новосибирск,Горно-Алтайск,1
41051,Chicago,Miami,1
41093,Москва (SVO),Париж (CDG),1
5199,Paris,Lyon,1
22325,New York,Los Angeles,1
39171,Мадрид (MAD),Барселона,1
40030,Стамбул (IST),Афины (ATH),1
48194,Frankfurt,Hamburg,2
42264,Краснодар,Сочи,1
8796,London,Edinburgh,1
19290,Сингапур (SIN),Бали (DPS),1
42193,Новосибирск,Горно-Алтайск,2
17755,Мюнхен,Вена,1
13601,Москва,Санкт-Петербург,1
11779,Мюнхен,Вена,1
32324,Сингапур (SIN),Бали (DPS),1
12332,Rome,Milan,1
28511,Chicago,Miami,1
30033,Токио (HND),Сеул (ICN),1
15864,London,Edinburgh,1
37444,Берлин (BER),Амстердам (AMS),1
3582,London,Edinburgh,2
42266,Сингапур (SIN),Бали (DPS),1
47963,Токио (HND),Сеул (ICN),1
12972,Сингапур (SIN),Бали (DPS),2
27975,Берлин (BER),Амстердам (AMS),1
20928,Новосибирск,Горно-Алтайск,2
10653,Новосибирск,Горно-Алтайск,1
21936,Москва,Санкт-Петербург,1
40996,Краснодар,Сочи,1
36005,Москва (SVO),Париж (CDG),1
24486,Сингапур (SIN),Бали (DPS),1
36214,Краснодар,Сочи,1
27061,Мюнхен,Вена,2
28518,Мадрид (MAD),Барселона,1
38799,Paris,Lyon,1
42705,Мюнхен,Вена,1
24825,Краснодар,Сочи,1
33196,Лондон (LHR),Нью-Йорк (JFK),1
36605,Новосибирск,Горно-Алтайск,2
41855,Chicago,Miami,2
20302,Chicago,Miami,1
22039,Берлин (BER),Амстердам (AMS),1
20813,Frankfurt,Hamburg,1
635,Екатеринбург,Казань,1
22049,Paris,Lyon,1
16293,Стамбул (IST),Афины (ATH),1
37541,Москва,Санкт-Петербург,1
18937,Frankfurt,Hamburg,1
21679,Берлин (BER),Амстердам (AMS),1
26998,Chicago,Miami,1
12785,Rome,Milan,1
41450,Rome,Milan,1
3609,Краснодар,Сочи,1
26298,Берлин (BER),Амстердам (AMS),1
598,Краснодар,Сочи,3
41703,Новосибирск,Горно-Алтайск,1
3264,Мадрид (MAD),Барселона,1
28070,Екатеринбург,Казань,1
42397,New York,Los Angeles,1
19326,Мадрид (MAD),Барселона,1
18064,London,Edinburgh,1
14294,Chicago,Miami,1
25907,Краснодар,Сочи,1
32437,Сингапур (SIN),Бали (DPS),1
30443,London,Edinburgh,1
43113,London,Edinburgh,1
33407,Стамбул (IST),Афины (ATH),1
27711,Стамбул (IST),Афины (ATH),1
46975,Сингапур (SIN),Бали (DPS),1
11638,Мадрид (MAD),Барселона,1
38594,London,Edinburgh,1
23136,Краснодар,Сочи,1
30770,Новосибирск,Горно-Алтайск,1
3613,Берлин (BER),Амстердам (AMS),1
17245,Екатеринбург,Казань,1
28401,Берлин (BER),Амстердам (AMS),1
29151,Стамбул (IST),Афины (ATH),1
48936,Chicago,Miami,1
12088,Париж (CDG),Рим (FCO),1
11840,Берлин (BER),Амстердам (AMS),2
21553,Paris,Lyon,1
17413,Новосибирск,Горно-Алтайск,1
24141,Сингапур (SIN),Бали (DPS),1
3797,New York,Los Angeles,2
23959,Frankfurt,Hamburg,1
17085,Москва (SVO),Париж (CDG),2
44632,Лондон (LHR),Нью-Йорк (JFK),1
34046,Токио (HND),Сеул (ICN),1
46605,Екатеринбург,Казань,2
8407,Мадрид (MAD),Барселона,1
39801,London,Edinburgh,1
43385,Лондон (LHR),Нью-Йорк (JFK),1
22537,Париж (CDG),Рим (FCO),1
31544,Стамбул (IST),Афины (ATH),2
22175,Москва,Санкт-Петербург,1
27869,Москва,Санкт-Петербург,1
39473,Rome,Milan,1
49927,London,Edinburgh,2
8174,New York,Los Angeles,1
1833,Новосибирск,Горно-Алтайск,2
36053,Берлин (BER),Амстердам (AMS),1
43403,Дубай (DXB),Бангкок (BKK),2
15334,Frankfurt,Hamburg,1
22170,Берлин (BER),Амстердам (AMS),1
30148,London,Edinburgh,3
30935,Екатеринбург,Казань,1
9496,Chicago,Miami,1
26532,Paris,Lyon,1
4068,Paris,Lyon,1
40010,Мюнхен,Вена,1
15747,Frankfurt,Hamburg,1
32414,Париж (CDG),Рим (FCO),1
4898,Берлин (BER),Амстердам (AMS),1
18650,Москва (SVO),Париж (CDG),1
26006,Стамбул (IST),Афины (ATH),1
12940,Мадрид (MAD),Барселона,1
44992,Мадрид (MAD),Барселона,2
41331,London,Edinburgh,1
48815,Мюнхен,Вена,1
18887,Екатеринбург,Казань,1
38984,Лондон (LHR),Нью-Йорк (JFK),1
2761,Frankfurt,Hamburg,1
25464,Paris,Lyon,1
14565,Frankfurt,Hamburg,1
23276,Мюнхен,Вена,1
38351,Краснодар,Сочи,1
37930,Paris,Lyon,2
36767,Paris,Lyon,1
36812,Москва,Санкт-Петербург,1
16002,Лондон (LHR),Нью-Йорк (JFK),2
38504,Стамбул (IST),Афины (ATH),1
17419,Frankfurt,Hamburg,2
45501,London,Edinburgh,1
19073,New York,Los Angeles,1
16308,Берлин (BER),Амстердам (AMS),2
47128,Новосибирск,Горно-Алтайск,1
18533,Москва (SVO),Париж (CDG),1
8584,Стамбул (IST),Афины (ATH),1
28443,Краснодар,Сочи,1
37399,Rome,Milan,1
11255,Берлин (BER),Амстердам (AMS),1
13862,Новосибирск,Горно-Алтайск,1
37592,Дубай (DXB),Бангкок (BKK),1
42316,Сингапур (SIN),Бали (DPS),1
47710,Новосибирск,Горно-Алтайск,1
24820,Chicago,Miami,1
10068,Стамбул (IST),Афины (ATH),1
37325,Берлин (BER),Амстердам (AMS),1
13637,Стамбул (IST),Афины (ATH),1
22900,Екатеринбург,Казань,1
48646,Сингапур (SIN),Бали (DPS),1
1432,Новосибирск,Горно-Алтайск,2
18431,London,Edinburgh,1
31436,Дубай (DXB),Бангкок (BKK),1
45936,Rome,Milan,1
5935,Frankfurt,Hamburg,1
37361,Стамбул (IST),Афины (ATH),1
38002,Краснодар,Сочи,1
905,Стамбул (IST),Афины (ATH),1
9569,Paris,Lyon,1
32095,Париж (CDG),Рим (FCO),1
16766,London,Edinburgh,1
41936,Мюнхен,Вена,1
25824,Берлин (BER),Амстердам (AMS),1
8998,Москва (SVO),Париж (CDG),1
30280,Берлин (BER),Амстердам (AMS),1
35422,Новосибирск,Горно-Алтайск,1
23990,Дубай (DXB),Бангкок (BKK),1
9200,Rome,Milan,1
28440,Берлин (BER),Амстердам (AMS),1
39858,Paris,Lyon,1
27627,Лондон (LHR),Нью-Йорк (JFK),1
32069,Дубай (DXB),Бангкок (BKK),1
20190,Paris,Lyon,1
47751,Новосибирск,Горно-Алтайск,2
22733,Новосибирск,Горно-Алтайск,1
9243,Новосибирск,Горно-Алтайск,1
31297,Chicago,Miami,1
22883,Москва,Санкт-Петербург,1
26775,Мюнхен,Вена,2
6388,New York,Los Angeles,1
27612,Берлин (BER),Амстердам (AMS),1
22396,Chicago,Miami,1
49171,New York,Los Angeles,2
47410,Сингапур (SIN),Бали (DPS),1
8126,Rome,Milan,2
21502,Стамбул (IST),Афины (ATH),2
37617,Лондон (LHR),Нью-Йорк (JFK),1
9605,New York,Los Angeles,1
45148,Дубай (DXB),Бангкок (BKK),1
28349,Frankfurt,Hamburg,1
8083,Москва (SVO),Париж (CDG),1
39478,Мюнхен,Вена,1
39294,Мюнхен,Вена,1
35756,Мадрид (MAD),Барселона,1
29697,Сингапур (SIN),Бали (DPS),1
25267,Берлин (BER),Амстердам (AMS),1
17421,Дубай (DXB),Бангкок (BKK),1
35960,Дубай (DXB),Бангкок (BKK),1
39208,Москва,Санкт-Петербург,1
18194,Rome,Milan,1
7978,Париж (CDG),Рим (FCO),1
25215,Мадрид (MAD),Барселона,1
17135,Сингапур (SIN),Бали (DPS),1
35467,Токио (HND),Сеул (ICN),1
4295,London,Edinburgh,1
30139,Rome,Milan,1
22366,Лондон (LHR),Нью-Йорк (JFK),1
18347,New York,Los Angeles,1
28450,Краснодар,Сочи,1
28631,Сингапур (SIN),Бали (DPS),1
22472,Frankfurt,Hamburg,1
26577,New York,Los Angeles,1
33979,London,Edinburgh,1
27289,Rome,Milan,1
47690,Rome,Milan,1
10983,Paris,Lyon,1
27029,Берлин (BER),Амстердам (AMS),1
28891,Стамбул (IST),Афины (ATH),1
40362,Москва (SVO),Париж (CDG),2
30791,Frankfurt,Hamburg,1
27797,Paris,Lyon,1
34015,Краснодар,Сочи,1
18170,New York,Los Angeles,1
8297,Chicago,Miami,1
15717,Краснодар,Сочи,1
20739,Frankfurt,Hamburg,1
48655,Мюнхен,Вена,1
1366,Дубай (DXB),Бангкок (BKK),1
46143,Москва,Санкт-Петербург,1
13710,Дубай (DXB),Бангкок (BKK),2
48606,Стамбул (IST),Афины (ATH),1
45576,Стамбул (IST),Афины (ATH),1
17606,London,Edinburgh,1
31210,Frankfurt,Hamburg,1
12618,Москва (SVO),Париж (CDG),1
34386,Москва (SVO),Париж (CDG),3
16730,Rome,Milan,1
17783,Frankfurt,Hamburg,1
27667,Москва,Санкт-Петербург,1
15625,Chicago,Miami,1
14494,Екатеринбург,Казань,1
12177,Екатеринбург,Казань,1
10382,New York,Los Angeles,1
41375,Москва (SVO),Париж (CDG),1
24164,Екатеринбург,Казань,1
22137,Токио (HND),Сеул (ICN),2
16280,Новосибирск,Горно-Алтайск,1
3790,Екатеринбург,Казань,1
31912,Лондон (LHR),Нью-Йорк (JFK),1
31624,Москва,Санкт-Петербург,1
23585,Мадрид (MAD),Барселона,1
10037,Мюнхен,Вена,1
12402,Новосибирск,Горно-Алтайск,1
26535,Мадрид (MAD),Барселона,1
7903,Краснодар,Сочи,1
28787,Берлин (BER),Амстердам (AMS),1
34914,Лондон (LHR),Нью-Йорк (JFK),1
15051,Дубай (DXB),Бангкок (BKK),1
16937,Мадрид (MAD),Барселона,1
42567,Москва (SVO),Париж (CDG),1
487,Берлин (BER),Амстердам (AMS),1
37319,Frankfurt,Hamburg,1
17408,New York,Los Angeles,2
10223,Париж (CDG),Рим (FCO),1
6840,Москва,Санкт-Петербург,1
40998,Мюнхен,Вена,1
23154,Токио (HND),Сеул (ICN),1
36275,Новосибирск,Горно-Алтайск,1
27977,Rome,Milan,1
23531,Москва (SVO),Париж (CDG),1
48496,Токио (HND),Сеул (ICN),1
7546,Сингапур (SIN),Бали (DPS),1
24445,Екатеринбург,Казань,1
43861,Мюнхен,Вена,1
28606,New York,Los Angeles,1
39919,Париж (CDG),Рим (FCO),1
4203,Сингапур (SIN),Бали (DPS),2
36538,Новосибирск,Горно-Алтайск,1
5861,Мадрид (MAD),Барселона,1
10038,Лондон (LHR),Нью-Йорк (JFK),1
13118,Rome,Milan,1
27938,Frankfurt,Hamburg,1
45766,London,Edinburgh,1
37272,Токио (HND),Сеул (ICN),1
41502,Лондон (LHR),Нью-Йорк (JFK),1
2442,Лондон (LHR),Нью-Йорк (JFK),1
48540,London,Edinburgh,1
46231,Берлин (BER),Амстердам (AMS),1
32533,Лондон (LHR),Нью-Йорк (JFK),1
12218,Сингапур (SIN),Бали (DPS),1
27669,Paris,Lyon,1
47229,Сингапур (SIN),Бали (DPS),1
26779,Екатеринбург,Казань,2
43492,Paris,Lyon,1
5004,Сингапур (SIN),Бали (DPS),1
33146,Paris,Lyon,1
37350,Стамбул (IST),Афины (ATH),2
2474,Токио (HND),Сеул (ICN),1
34108,Краснодар,Сочи,1
44667,Новосибирск,Горно-Алтайск,1
37550,Краснодар,Сочи,1
6654,New York,Los Angeles,1
28442,Мюнхен,Вена,1
45099,Париж (CDG),Рим (FCO),1
4893,Мадрид (MAD),Барселона,1
45580,Берлин (BER),Амстердам (AMS),1
30369,Стамбул (IST),Афины (ATH),1
43103,Москва (SVO),Париж (CDG),1
11144,Токио (HND),Сеул (ICN),1
48678,Екатеринбург,Казань,1
8771,New York,Los Angeles,1
22560,Париж (CDG),Рим (FCO),1
1985,London,Edinburgh,1
26940,Стамбул (IST),Афины (ATH),1
43413,Paris,Lyon,2
43133,London,Edinburgh,1
11316,Сингапур (SIN),Бали (DPS),1
36133,Мадрид (MAD),Барселона,1
16131,Мюнхен,Вена,1
3836,Paris,Lyon,1
2808,Краснодар,Сочи,2
14046,Rome,Milan,2
19346,Chicago,Miami,1
42236,Екатеринбург,Казань,1
11042,Rome,Milan,2
25947,Chicago,Miami,1
46845,Chicago,Miami,3
49101,Chicago,Miami,1
31152,Paris,Lyon,1
20084,Мюнхен,Вена,1
20772,Мюнхен,Вена,1
44511,Москва (SVO),Париж (CDG),1
23614,Стамбул (IST),Афины (ATH),1
31681,Дубай (DXB),Бангкок (BKK),1
22650,London,Edinburgh,1
37084,Токио (HND),Сеул (ICN),1
26578,Екатеринбург,Казань,1
14763,Токио (HND),Сеул (ICN),1
21119,New York,Los Angeles,1
33804,Токио (HND),Сеул (ICN),1
5791,Дубай (DXB),Бангкок (BKK),1
49779,Мадрид (MAD),Барселона,1
12435,Екатеринбург,Казань,1
16030,Мадрид (MAD),Барселона,1
46038,Екатеринбург,Казань,2
4,Москва (SVO),Париж (CDG),1
42074,Paris,Lyon,1
10122,Стамбул (IST),Афины (ATH),1
36680,Frankfurt,Hamburg,1
14667,Москва (SVO),Париж (CDG),1
19865,New York,Los Angeles,1
38745,Москва,Санкт-Петербург,1
9474,Rome,Milan,1
43160,Мюнхен,Вена,1
12439,Rome,Milan,1
4435,Стамбул (IST),Афины (ATH),1
32374,Rome,Milan,1
47746,Мюнхен,Вена,1
5794,Париж (CDG),Рим (FCO),1
36415,Лондон (LHR),Нью-Йорк (JFK),1
47002,Москва,Санкт-Петербург,2
1175,Москва (SVO),Париж (CDG),1
16836,Екатеринбург,Казань,1
45467,Chicago,Miami,1
22738,Frankfurt,Hamburg,1
5172,Сингапур (SIN),Бали (DPS),1
9648,Мадрид (MAD),Барселона,1
14659,Новосибирск,Горно-Алтайск,1
14113,Лондон (LHR),Нью-Йорк (JFK),2
17715,Frankfurt,Hamburg,1
22513,Краснодар,Сочи,1
37126,Новосибирск,Горно-Алтайск,1
43232,Берлин (BER),Амстердам (AMS),1
30778,London,Edinburgh,1
38557,Мадрид (MAD),Барселона,1
13333,London,Edinburgh,1
8070,Токио (HND),Сеул (ICN),1
