trip_id,amount,category
38351,1547.52,Accommodation
13830,10048.53,Transport
20670,294.55,Ski Pass
30542,66.11,Museum Tickets
49555,8867.83,Transport
21145,466.68,Entertainment
29790,970.8,Accommodation
26895,237.84,Insurance
14634,168.87,Guide Services
37298,111.44,Visa
25783,187.51,Visa
18976,157.84,Medical
47725,85.74,Accommodation
39438,101.36,Visa
37917,163.5,Guide Services
12281,42.73,Entertainment
25591,390.96,Ski Pass
32751,172.38,Food
16419,206.18,Ski Pass
844,131.72,Visa
1060,197.98,Ski Pass
42996,135.91,Food
9659,62.9,Insurance
35490,75.78,Visa
14927,109.82,Ski Pass
27374,75.57,Museum Tickets
16337,27.93,Entertainment
34120,247.81,Insurance
11251,88.07,Insurance
43301,207.02,Souvenirs
3758,336.19,Shopping
33896,186.16,Visa
45642,147.49,Guide Services
49971,1330.11,Accommodation
5357,316.38,Guide Services
6659,805.25,Shopping
13397,150.33,Food
48885,109.39,Ski Pass
47873,977.75,Transport
1851,101.34,Visa
22485,316.94,Shopping
22101,117.96,Ski Pass
16877,47.46,Souvenirs
6599,6028.79,Transport
17327,215.89,Souvenirs
18335,175.7,Shopping
24386,49.53,Insurance
31387,89.16,Medical
41218,8446.87,Transport
9229,33.01,Museum Tickets
878,13643.83,Transport
27376,129.24,Medical
11135,132.62,Food
35007,58.91,Insurance
20907,122.04,Souvenirs
36653,294.37,Insurance
9158,206.01,Entertainment
3263,176.61,Entertainment
19373,494.79,Guide Services
34723,227.43,Ski Pass
46343,35.77,Museum Tickets
25530,82.08,Museum Tickets
26,729.75,Shopping
44980,11634.1,Transport
2768,87.95,Museum Tickets
26415,99.48,Museum Tickets
26895,198.17,Ski Pass
39586,440.09,Guide Services
12137,59.63,Guide Services
44332,118.9,Visa
48536,266.57,Entertainment
126,82.78,Insurance
33135,2813.98,Transport
10381,187.97,Visa
35800,344.72,Guide Services
4778,523.33,Shopping
16525,505.02,Medical
6802,210.07,Insurance
3730,702.15,Shopping
42748,900.33,Shopping
20271,643.14,Shopping
25785,305.07,Entertainment
24751,195.53,Food
2932,323.87,Entertainment
39934,7114.46,Transport
16768,113.13,Visa
33315,386.62,Accommodation
32447,129.15,Ski Pass
38277,348.43,Accommodation
9978,97.71,Museum Tickets
33070,336.04,Ski Pass
28324,145.09,Insurance
25317,427.29,Guide Services
714,4130.6,Transport
16804,2180.95,Transport
12738,334.69,Ski Pass
14593,366.18,Medical
42249,14.92,Museum Tickets
45116,161.69,Visa
46848,116.07,Visa
47819,10086.26,Transport
4327,11765.59,Transport
16547,583.62,Accommodation
1712,433.76,Guide Services
46400,730.51,Shopping
11586,134.27,Souvenirs
38214,161.8,Souvenirs
25909,63.64,Museum Tickets
25177,280.28,Souvenirs
19001,190.88,Souvenirs
49414,134.13,Guide Services
38749,80.34,Museum Tickets
48105,247.39,Medical
1765,175.3,Entertainment
32033,184.22,Food
14985,79.06,Guide Services
20842,483.92,Entertainment
8720,77.31,Visa
28529,127.0,Ski Pass
4616,254.73,Entertainment
39972,533.43,Medical
29751,29.71,Insurance
43193,12527.41,Transport
28713,283.28,Guide Services
13867,392.29,Ski Pass
40219,106.37,Food
5061,358.23,Shopping
38391,90.41,Entertainment
33099,37.46,Insurance
39822,657.06,Accommodation
45950,689.87,Medical
45641,192.22,Medical
43407,129.5,Souvenirs
28562,418.26,Shopping
7317,308.85,Shopping
36426,38.72,Museum Tickets
15593,6829.73,Transport
29337,190.24,Ski Pass
11541,338.75,Entertainment
9753,46.19,Museum Tickets
3216,163.05,Souvenirs
27886,499.87,Entertainment
24162,199.81,Ski Pass
18938,36.09,Medical
12858,208.59,Insurance
7370,38.08,Souvenirs
36036,591.05,Medical
8283,3697.15,Transport
7079,170.21,Food
49716,198.67,Souvenirs
34002,331.72,Entertainment
49821,127.31,Ski Pass
11371,163.69,Shopping
47655,209.37,Ski Pass
40613,80.81,Food
34848,465.17,Entertainment
4780,23.71,Food
40862,622.3,Shopping
38454,97.59,Insurance
44362,108.3,Souvenirs
37648,515.86,Accommodation
8199,73.29,Medical
22379,11.57,Entertainment
2796,767.84,Medical
20670,126.12,Food
41168,1141.95,Accommodation
11570,1483.1,Accommodation
13119,17.22,Shopping
12851,1945.12,Accommodation
1898,317.7,Guide Services
48649,168.09,Visa
5896,979.56,Shopping
13929,25.82,Museum Tickets
47016,160.06,Food
16596,127.86,Souvenirs
38669,19.84,Museum Tickets
21117,242.79,Shopping
41159,73.23,Museum Tickets
20132,133.76,Food
12638,170.53,Visa
2929,238.16,Insurance
18426,207.74,Shopping
33514,28.74,Food
11516,1143.82,Transport
25187,360.38,Shopping
34143,176.44,Food
48916,74.38,Visa
35251,46.72,Museum Tickets
686,137.34,Food
14552,1115.83,Accommodation
47780,294.22,Medical
34628,206.0,Souvenirs
41670,8.59,Museum Tickets
25557,30.9,Visa
38333,659.93,Transport
49403,278.4,Insurance
26806,629.32,Shopping
42773,674.53,Shopping
49001,387.67,Ski Pass
8315,1996.28,Accommodation
25693,1862.54,Accommodation
19473,198.68,Food
26358,272.93,Shopping
44067,30.15,Museum Tickets
28891,670.96,Accommodation
18900,89.42,Shopping
41519,235.46,Souvenirs
23023,114.89,Souvenirs
20464,6964.56,Transport
9951,82.23,Souvenirs
24035,108.46,Insurance
42835,258.77,Ski Pass
3428,292.24,Ski Pass
4863,4458.29,Transport
11104,194.3,Visa
47983,18.78,Souvenirs
41650,273.59,Entertainment
44773,248.54,Entertainment
41630,497.35,Medical
26404,31.02,Food
49496,760.9,Medical
17687,249.81,Souvenirs
43674,167.46,Food
38075,289.29,Shopping
25841,81.18,Souvenirs
37581,404.38,Guide Services
10770,419.31,Transport
46539,911.68,Accommodation
38589,13181.51,Transport
844,194.03,Visa
20878,143.35,Food
7571,83.98,Medical
36809,229.27,Insurance
44708,31.59,Visa
39726,99.16,Shopping
26083,369.79,Shopping
28967,434.42,Guide Services
21945,87.92,Museum Tickets
3070,84.8,Visa
33858,145.4,Visa
44412,80.26,Food
19746,136.41,Entertainment
19528,596.84,Shopping
2394,204.73,Insurance
19989,305.41,Guide Services
17133,50.66,Visa
6184,1573.16,Transport
971,107.02,Souvenirs
34927,866.94,Shopping
12367,12722.82,Transport
32352,11294.54,Transport
16662,1069.85,Transport
25476,117.03,Visa
18242,183.89,Visa
5570,110.93,Medical
18377,4214.72,Transport
20328,565.97,Medical
263,132.58,Souvenirs
23769,60.14,Food
44567,394.47,Ski Pass
47642,242.1,Insurance
5008,77.23,Insurance
767,188.45,Entertainment
45289,474.77,Guide Services
16272,162.44,Souvenirs
38510,705.51,Shopping
14964,480.05,Guide Services
30236,123.35,Ski Pass
19574,327.21,Ski Pass
49309,212.52,Insurance
46171,82.28,Visa
46684,287.46,Ski Pass
16424,11784.87,Transport
15903,49.16,Visa
49969,91.88,Souvenirs
9348,11699.29,Transport
8277,175.81,Entertainment
13782,102.5,Souvenirs
46449,87.92,Entertainment
14242,90.33,Shopping
9503,581.94,Medical
21374,449.91,Entertainment
18523,229.75,Transport
28198,85.83,Museum Tickets
25149,208.2,Ski Pass
10895,112.24,Visa
47039,197.25,Food
14860,374.56,Guide Services
43389,36.52,Entertainment
31683,221.96,Guide Services
19877,389.04,Entertainment
17945,114.06,Food
47011,1138.28,Accommodation
40136,45.7,Visa
36602,178.54,Insurance
31476,562.9,Medical
28582,10403.79,Transport
5956,578.31,Medical
18088,5.76,Museum Tickets
5034,155.14,Insurance
18095,60.44,Medical
48777,142.53,Insurance
19669,161.89,Visa
29702,287.18,Souvenirs
20622,104.7,Food
4287,232.12,Insurance
10299,117.46,Food
21566,108.68,Food
148,18.0,Food
10985,258.44,Souvenirs
15898,150.92,Ski Pass
27508,210.73,Souvenirs
36568,492.53,Guide Services
16282,228.92,Guide Services
32383,623.91,Shopping
24548,261.47,Medical
47960,185.75,Guide Services
32494,129.78,Insurance
888,731.32,Medical
34275,633.55,Medical
5294,91.86,Visa
17972,213.77,Insurance
11912,192.61,Souvenirs
30385,143.97,Entertainment
38026,171.25,Ski Pass
8975,807.73,Accommodation
6081,90.36,Museum Tickets
24989,254.59,Entertainment
28020,188.37,Visa
47103,677.57,Medical
16126,133.14,Accommodation
19961,380.31,Shopping
23333,211.34,Guide Services
21789,38.21,Museum Tickets
18629,133.07,Food
40278,30.41,Visa
14000,330.01,Entertainment
49412,73.51,Museum Tickets
5730,107.36,Entertainment
22447,14898.39,Transport
48050,948.61,Shopping
33678,3147.72,Transport
15719,749.69,Medical
26559,25.05,Museum Tickets
33102,134.74,Shopping
5683,461.07,Guide Services
40661,508.44,Medical
14208,949.89,Shopping
46142,199.52,Guide Services
7236,679.69,Accommodation
36925,65.44,Souvenirs
2838,142.39,Souvenirs
49570,1161.33,Accommodation
13947,63.6,Museum Tickets
19879,754.98,Shopping
25851,224.46,Entertainment
12184,188.08,Visa
2033,131.32,Insurance
5918,13096.23,Transport
27739,8259.28,Transport
3976,366.42,Shopping
28383,279.66,Insurance
45104,37.53,Souvenirs
4697,9.63,Museum Tickets
19957,211.97,Souvenirs
13617,226.04,Ski Pass
11197,488.67,Entertainment
22401,318.87,Shopping
21922,689.57,Medical
38716,9190.16,Transport
20684,2734.32,Transport
43166,287.95,Insurance
28518,65.89,Visa
22172,91.49,Museum Tickets
28430,72.73,Museum Tickets
24327,231.69,Ski Pass
391,503.33,Shopping
36087,170.08,Souvenirs
19531,351.21,Guide Services
10917,420.47,Shopping
32234,85.17,Entertainment
33432,218.08,Souvenirs
48141,419.58,Guide Services
22138,11149.48,Transport
29413,42.57,Medical
4468,221.61,Ski Pass
28467,258.41,Insurance
2287,815.38,Accommodation
2905,42.35,Museum Tickets
38973,125.05,Entertainment
41031,785.57,Shopping
33421,484.54,Medical
21369,49.11,Museum Tickets
45928,11496.06,Transport
39836,58.4,Guide Services
7742,119.03,Entertainment
7671,77.42,Visa
22383,155.69,Ski Pass
6330,680.68,Accommodation
21680,166.97,Food
588,191.39,Ski Pass
42515,33.45,Food
8519,48.36,Museum Tickets
35361,94.52,Museum Tickets
45047,95.87,Visa
16253,232.48,Ski Pass
23191,13.49,Souvenirs
6073,179.58,Insurance
9072,69.65,Museum Tickets
3904,465.59,Shopping
14178,168.19,Visa
1899,197.5,Visa
2804,127.4,Food
23268,775.63,Medical
8416,273.7,Guide Services
27820,48.17,Food
4462,316.76,Entertainment
22607,40.13,Visa
49735,476.83,Guide Services
26738,1874.78,Accommodation
13730,244.26,Guide Services
22816,62.89,Museum Tickets
9640,370.8,Entertainment
2075,144.59,Entertainment
36631,175.67,Food
34355,70.95,Entertainment
21604,111.85,Souvenirs
37456,35.57,Souvenirs
22586,213.71,Souvenirs
5938,148.86,Food
14690,682.68,Medical
27296,1300.81,Accommodation
30691,94.72,Food
48325,31.14,Medical
29936,10.54,Museum Tickets
46081,194.2,Guide Services
15035,236.3,Guide Services
28850,87.08,Medical
6477,100.02,Guide Services
28085,1940.88,Accommodation
4731,51.69,Visa
2865,1907.83,Accommodation
30308,92.9,Museum Tickets
20589,516.59,Medical
37298,193.79,Insurance
9942,26.0,Museum Tickets
24167,206.43,Medical
25521,37.07,Souvenirs
3957,191.29,Accommodation
23399,449.88,Shopping
36097,346.87,Ski Pass
20965,130.44,Guide Services
22317,119.85,Insurance
22589,161.93,Shopping
37004,177.31,Visa
26471,248.32,Medical
571,1873.15,Accommodation
5785,67.67,Souvenirs
16788,264.3,Insurance
6038,172.45,Visa
21892,246.81,Guide Services
33246,1205.3,Accommodation
15583,734.1,Medical
30125,74.9,Visa
41423,251.3,Souvenirs
43194,14940.51,Transport
7927,1549.55,Transport
38399,71.65,Visa
17293,247.68,Medical
26641,429.73,Entertainment
7476,479.51,Entertainment
25663,580.62,Accommodation
36623,95.32,Food
35299,113.62,Visa
6274,696.47,Medical
3692,73.61,Museum Tickets
8344,148.56,Souvenirs
33773,224.93,Souvenirs
37933,152.77,Insurance
39061,51.44,Museum Tickets
30082,178.8,Food
4713,37.08,Insurance
9759,147.43,Entertainment
45015,238.86,Entertainment
20781,970.67,Shopping
22121,281.31,Ski Pass
44165,167.24,Souvenirs
30364,293.34,Guide Services
38261,230.12,Shopping
14765,113.24,Souvenirs
13390,161.04,Insurance
36995,379.48,Entertainment
40473,522.61,Shopping
26324,227.39,Guide Services
37083,85.73,Food
47339,770.09,Medical
18989,12924.42,Transport
14481,341.86,Guide Services
20833,888.24,Shopping
31007,10.09,Souvenirs
32633,214.68,Guide Services
21036,7429.7,Transport
14664,3373.39,Transport
38448,160.74,Insurance
45823,94.69,Museum Tickets
42818,281.48,Souvenirs
26742,86.18,Ski Pass
21058,374.65,Guide Services
45142,1962.43,Accommodation
41570,19.49,Food
4286,41.91,Ski Pass
10244,110.72,Ski Pass
18982,498.38,Guide Services
17218,6660.18,Transport
39698,105.32,Insurance
7335,8135.65,Transport
46068,485.37,Guide Services
26580,957.78,Accommodation
37461,289.01,Insurance
26048,168.49,Ski Pass
10595,125.52,Shopping
21096,1341.09,Accommodation
36381,87.57,Food
27863,49.97,Visa
5848,1981.48,Accommodation
3038,55.12,Guide Services
21846,6.09,Souvenirs
14370,62.67,Museum Tickets
24626,30.68,Visa
11139,841.84,Shopping
33407,510.0,Medical
29307,211.64,Entertainment
2161,183.74,Food
41906,25.76,Museum Tickets
25697,268.35,Medical
23643,176.77,Souvenirs
15750,279.09,Ski Pass
43842,425.53,Guide Services
13884,11.51,Museum Tickets
43392,3168.48,Transport
1203,736.04,Medical
3673,56.39,Museum Tickets
43403,287.72,Insurance
37334,206.76,Ski Pass
17115,82.24,Visa
291,490.4,Medical
31267,624.46,Medical
3032,483.12,Shopping
3895,109.07,Insurance
39804,121.87,Visa
21777,30.23,Museum Tickets
40740,483.63,Guide Services
1901,23.14,Museum Tickets
21598,14721.18,Transport
47841,4436.65,Transport
11258,434.35,Entertainment
16108,11364.24,Transport
48858,93.25,Museum Tickets
20402,395.14,Ski Pass
20067,53.41,Museum Tickets
14021,84.07,Food
30535,1272.05,Accommodation
32534,72.41,Guide Services
31143,192.06,Insurance
32419,60.75,Museum Tickets
40988,268.09,Souvenirs
35622,139.87,Visa
18541,633.88,Medical
44597,68.48,Souvenirs
48207,120.98,Entertainment
5202,185.11,Souvenirs
35330,105.26,Visa
907,5045.78,Transport
19351,885.71,Shopping
37608,76.32,Museum Tickets
18820,14.13,Shopping
19783,395.71,Ski Pass
23219,90.91,Insurance
5445,25.52,Museum Tickets
19119,48.76,Museum Tickets
38814,5.56,Food
16790,118.4,Visa
37972,131.87,Insurance
38739,124.64,Guide Services
44327,116.39,Insurance
25654,180.46,Insurance
29132,465.01,Guide Services
24453,314.57,Shopping
4567,224.79,Souvenirs
1723,799.97,Shopping
14659,4265.5,Transport
37142,206.15,Souvenirs
38690,253.51,Shopping
28771,194.47,Visa
37362,148.59,Souvenirs
5617,140.21,Visa
45572,187.62,Shopping
81,39.92,Food
12877,255.93,Guide Services
49098,78.35,Visa
30053,230.84,Souvenirs
19788,1227.61,Accommodation
15912,251.31,Ski Pass
15915,238.39,Accommodation
44390,128.02,Entertainment
27572,94.23,Souvenirs
12029,2219.74,Transport
15965,141.33,Shopping
29776,33.69,Visa
3234,8.84,Museum Tickets
32974,530.27,Medical
13385,23.52,Insurance
7285,684.9,Medical
10737,134.32,Visa
26202,4893.66,Transport
38419,142.29,Entertainment
40452,298.92,Guide Services
29662,247.22,Shopping
43277,22.44,Food
12931,19.13,Museum Tickets
20274,238.08,Entertainment
31996,933.07,Accommodation
7441,66.05,Museum Tickets
37622,1239.73,Transport
16105,35.27,Ski Pass
35504,155.21,Food
12208,60.01,Visa
12262,129.74,Visa
25030,95.37,Museum Tickets
6202,214.84,Souvenirs
9466,102.63,Entertainment
34428,5556.52,Transport
1234,272.77,Guide Services
21510,3425.61,Transport
45194,205.18,Entertainment
44518,66.82,Shopping
45822,78.64,Entertainment
18454,740.64,Transport
30398,967.43,Shopping
32374,135.41,Entertainment
39101,429.35,Shopping
28600,498.31,Medical
46263,92.23,Entertainment
29656,432.39,Shopping
8419,8082.56,Transport
47881,389.05,Entertainment
30580,66.56,Food
30070,850.31,Shopping
37888,1429.78,Accommodation
7293,88.94,Insurance
17340,232.4,Insurance
19917,33.13,Museum Tickets
4426,358.92,Guide Services
34501,1858.65,Accommodation
10576,436.33,Accommodation
800,365.98,Guide Services
41215,189.28,Food
5809,251.6,Entertainment
32885,145.26,Visa
31280,304.3,Ski Pass
39318,323.55,Entertainment
8794,51.08,Insurance
775,559.94,Medical
43311,138.02,Visa
25569,198.39,Visa
38169,1816.4,Accommodation
25868,771.83,Medical
5515,168.06,Insurance
18597,104.91,Visa
34478,162.86,Insurance
40,81.37,Medical
20745,324.56,Ski Pass
28914,5866.93,Transport
21104,32.21,Museum Tickets
39230,270.3,Shopping
39356,39.19,Museum Tickets
26780,108.61,Visa
42918,189.75,Visa
29724,562.75,Medical
4098,627.95,Medical
38676,45.44,Food
3773,261.19,Insurance
47812,92.18,Museum Tickets
9699,53.51,Food
18916,126.06,Souvenirs
46059,73.64,Museum Tickets
39490,57.9,Museum Tickets
6172,322.64,Ski Pass
28760,37.23,Insurance
1486,125.88,Entertainment
39977,203.07,Insurance
27216,11.57,Museum Tickets
3384,110.4,Visa
35944,192.06,Visa
2778,12.75,Museum Tickets
2603,3146.17,Transport
9006,32.12,Museum Tickets
122,84.88,Food
8832,105.06,Ski Pass
1709,482.97,Guide Services
32154,850.32,Shopping
13136,223.68,Souvenirs
18445,323.69,Guide Services
31292,291.49,Souvenirs
34771,254.42,Insurance
34840,159.39,Visa
38727,140.62,Souvenirs
11152,150.72,Entertainment
32075,385.56,Entertainment
43522,279.79,Guide Services
1761,971.58,Shopping
33806,57.85,Museum Tickets
30755,389.69,Ski Pass
2652,659.81,Medical
2794,395.47,Shopping
42952,126.56,Entertainment
49516,116.27,Visa
29935,8227.16,Transport
33319,54.56,Souvenirs
23830,206.22,Souvenirs
2978,164.69,Food
42306,470.57,Medical
2691,203.06,Entertainment
5568,271.15,Insurance
1636,122.42,Shopping
23959,1885.24,Accommodation
42473,148.73,Visa
643,388.73,Entertainment
17905,47.64,Museum Tickets
45126,59.3,Insurance
39004,398.0,Entertainment
7860,16.42,Shopping
2736,43.15,Museum Tickets
10966,242.36,Insurance
30589,115.48,Visa
20861,153.12,Food
12022,272.83,Ski Pass
25006,216.91,Souvenirs
10774,348.79,Guide Services
9426,1371.2,Accommodation
13489,46.62,Visa
17720,1757.94,Accommodation
33173,8441.52,Transport
24615,394.85,Medical
34867,27.25,Souvenirs
46673,357.85,Shopping
29459,1495.45,Accommodation
31393,173.66,Ski Pass
39617,168.39,Food
34724,72.32,Food
7829,799.68,Medical
43964,296.82,Insurance
38399,77.26,Medical
1187,51.93,Food
10349,265.29,Souvenirs
36218,34.58,Food
6772,226.79,Ski Pass
32002,388.47,Ski Pass
15322,59.93,Museum Tickets
37117,74.59,Museum Tickets
40603,139.62,Food
19588,77.91,Guide Services
263,1867.99,Accommodation
36020,663.1,Shopping
13973,260.84,Entertainment
48701,143.32,Food
30382,594.5,Accommodation
32778,339.3,Entertainment
13277,32.51,Souvenirs
35107,62.13,Museum Tickets
7158,26.56,Souvenirs
23674,25.15,Souvenirs
4449,9000.78,Transport
43327,6753.31,Transport
10656,190.01,Insurance
22370,161.7,Visa
2187,36.44,Visa
8689,148.66,Visa
25683,1798.42,Accommodation
24287,174.87,Souvenirs
22005,40.4,Visa
37688,76.07,Food
37613,10.86,Souvenirs
4584,105.17,Ski Pass
21389,117.31,Ski Pass
962,184.91,Entertainment
26654,27.63,Museum Tickets
9367,16.1,Shopping
11328,51.71,Souvenirs
39499,1745.06,Accommodation
49584,217.88,Ski Pass
41629,164.48,Insurance
45441,140.34,Medical
23994,35.28,Museum Tickets
3666,56.88,Souvenirs
32347,219.01,Ski Pass
46607,302.76,Ski Pass
5870,45.48,Museum Tickets
16428,65.74,Food
46324,904.17,Accommodation
33567,133.26,Souvenirs
21978,1178.78,Accommodation
48466,5781.32,Transport
27801,14765.95,Transport
21667,116.88,Visa
22855,83.68,Ski Pass
41091,195.22,Food
38825,414.53,Shopping
3331,19.52,Museum Tickets
17338,64.09,Visa
41623,26.83,Insurance
20155,167.34,Food
18240,35.99,Food
33780,5500.26,Transport
48095,1991.4,Accommodation
9497,157.24,Medical
993,88.48,Ski Pass
17363,159.2,Medical
19159,170.9,Souvenirs
17959,29.63,Insurance
31618,88.77,Medical
17433,58.07,Museum Tickets
9053,476.99,Shopping
22978,19.87,Food
29615,1448.37,Accommodation
40567,262.79,Souvenirs
24923,5254.86,Transport
26611,494.06,Shopping
37613,115.57,Insurance
46955,577.99,Medical
45805,75.29,Souvenirs
34133,196.15,Shopping
46904,1732.33,Accommodation
20875,137.67,Food
30122,63.33,Visa
17776,172.39,Medical
30992,6.2,Souvenirs
10579,60.24,Museum Tickets
47223,69.15,Accommodation
31027,10990.13,Transport
32984,457.58,Guide Services
145,864.31,Accommodation
41880,47.35,Visa
28458,41.86,Medical
20640,123.38,Guide Services
23472,156.06,Insurance
13926,118.73,Guide Services
36496,152.16,Medical
36976,136.05,Entertainment
49767,22.21,Museum Tickets
10346,9942.8,Transport
42582,22.95,Shopping
37551,294.67,Insurance
1908,795.21,Accommodation
22684,210.4,Ski Pass
21117,175.81,Insurance
35164,100.6,Food
12579,68.36,Museum Tickets
47928,26.57,Food
46141,674.66,Shopping
38454,371.62,Guide Services
12907,78.32,Souvenirs
42585,39.74,Entertainment
8689,11126.67,Transport
39500,42.55,Visa
5043,72.79,Food
37867,24.09,Museum Tickets
34307,127.71,Ski Pass
49712,269.92,Souvenirs
17202,101.64,Souvenirs
41508,252.03,Guide Services
41927,36.4,Visa
22262,292.97,Insurance
42386,773.51,Transport
14569,362.83,Entertainment
36953,1974.09,Accommodation
20701,609.68,Medical
46581,146.39,Food
2788,265.59,Entertainment
15071,828.29,Accommodation
23823,254.43,Guide Services
19313,65.78,Visa
22471,69.94,Museum Tickets
17434,146.72,Ski Pass
48511,36.43,Visa
21217,989.4,Shopping
34157,57.92,Visa
48010,146.72,Visa
2706,436.16,Entertainment
18653,36.97,Food
44212,115.25,Guide Services
3546,61.88,Museum Tickets
48004,295.66,Insurance
2246,120.41,Visa
32351,291.36,Ski Pass
11778,50.57,Ski Pass
1897,42.03,Souvenirs
37888,37.53,Souvenirs
26151,266.95,Ski Pass
2254,161.94,Food
35200,46.19,Museum Tickets
38229,79.55,Visa
8451,242.65,Ski Pass
15204,92.87,Visa
18533,158.23,Insurance
7804,131.04,Visa
30208,206.07,Souvenirs
21008,14253.79,Transport
21197,10702.02,Transport
24509,261.87,Medical
42721,81.56,Museum Tickets
2073,271.25,Medical
26604,112.84,Visa
49135,51.72,Visa
20848,216.74,Ski Pass
30174,154.32,Ski Pass
21551,926.48,Accommodation
33581,415.45,Medical
5031,192.5,Souvenirs
45346,140.79,Food
37650,1168.99,Accommodation
23554,165.51,Visa
36269,93.2,Visa
47766,191.7,Guide Services
23004,383.79,Medical
12977,133.72,Souvenirs
4002,8869.88,Transport
39186,11615.5,Transport
41412,464.11,Entertainment
43120,2848.36,Transport
24606,189.95,Insurance
29904,153.02,Insurance
33491,6352.07,Transport
15184,1524.74,Transport
8300,46.12,Museum Tickets
26742,186.82,Insurance
28101,339.59,Medical
39716,81.05,Insurance
48688,255.98,Medical
19426,75.01,Medical
23301,56.9,Ski Pass
27994,86.92,Insurance
16992,16.93,Museum Tickets
6935,330.01,Entertainment
42523,285.68,Insurance
40047,150.39,Food
33937,38.13,Ski Pass
30280,589.96,Medical
11083,294.65,Medical
45736,68.79,Guide Services
19097,125.75,Souvenirs
17106,1797.33,Accommodation
20212,14089.9,Transport
23075,380.15,Ski Pass
47325,25.17,Museum Tickets
17831,219.0,Guide Services
45540,371.27,Ski Pass
41000,1942.94,Accommodation
49356,10847.54,Transport
20282,98.92,Medical
37464,314.33,Guide Services
18447,64.54,Medical
35266,98.12,Insurance
22162,336.99,Ski Pass
13846,168.79,Ski Pass
21785,24.42,Insurance
38566,6525.84,Transport
30015,87.37,Museum Tickets
26997,1779.82,Accommodation
9371,134.98,Food
26179,107.58,Insurance
6183,333.16,Entertainment
40595,26.79,Museum Tickets
7137,40.58,Food
38122,469.82,Entertainment
9278,44.11,Visa
11383,10952.05,Transport
37674,71.89,Visa
22028,489.04,Entertainment
47489,386.26,Entertainment
24799,78.17,Museum Tickets
15228,65.59,Guide Services
11692,14193.53,Transport
31034,81.68,Food
40393,254.89,Souvenirs
9720,442.2,Entertainment
16001,429.98,Entertainment
9459,328.87,Guide Services
9869,94.23,Museum Tickets
36599,119.48,Insurance
25017,170.3,Insurance
7938,106.39,Food
14338,324.72,Guide Services
596,395.44,Guide Services
11445,232.57,Accommodation
36184,69.57,Visa
16304,119.24,Entertainment
22821,13530.12,Transport
7679,219.93,Accommodation
21281,728.94,Transport
21814,120.44,Visa
11176,247.49,Guide Services
31870,7829.12,Transport
10895,305.62,Guide Services
6843,395.35,Guide Services
13016,151.42,Guide Services
9046,761.53,Shopping
40947,202.27,Guide Services
20849,748.47,Shopping
34591,36.2,Insurance
21618,157.68,Shopping
10691,822.14,Shopping
7526,42.38,Insurance
17392,3646.62,Transport
20040,304.22,Ski Pass
39683,227.29,Entertainment
26361,139.32,Visa
47436,12.99,Souvenirs
45272,85.74,Museum Tickets
49882,156.02,Insurance
18509,191.66,Souvenirs
4594,238.34,Guide Services
45189,356.67,Ski Pass
46247,107.72,Food
46110,101.57,Food
40545,81.45,Souvenirs
36255,107.23,Guide Services
44545,313.65,Ski Pass
7428,473.47,Guide Services
40186,494.87,Accommodation
46995,137.47,Visa
30229,7100.16,Transport
32150,577.39,Medical
36818,94.07,Insurance
7547,86.09,Visa
49124,728.32,Shopping
36948,265.45,Entertainment
4766,701.59,Medical
18638,612.46,Medical
12476,383.9,Ski Pass
27303,193.82,Food
13095,499.16,Medical
41963,228.08,Ski Pass
25399,1240.65,Accommodation
37504,108.25,Medical
32490,91.74,Visa
27085,153.81,Insurance
23717,155.92,Food
962,14965.69,Transport
8086,197.68,Entertainment
9896,289.34,Entertainment
15251,141.23,Visa
18334,477.06,Entertainment
14720,142.7,Ski Pass
34650,369.92,Ski Pass
43126,382.34,Entertainment
24326,169.49,Ski Pass
39728,206.88,Souvenirs
13222,226.35,Souvenirs
4379,43.88,Shopping
34499,190.58,Visa
5818,1273.14,Accommodation
14538,51.62,Museum Tickets
1494,10787.33,Transport
5194,118.82,Guide Services
24486,318.89,Ski Pass
6541,643.49,Accommodation
11672,21.11,Souvenirs
14857,46.05,Food
9116,142.08,Visa
14463,3738.48,Transport
8246,292.05,Medical
45729,172.72,Guide Services
32423,295.0,Shopping
14110,144.72,Visa
2601,174.51,Shopping
13684,734.57,Shopping
33844,161.23,Shopping
18990,50.91,Souvenirs
36231,326.38,Guide Services
20876,80.04,Ski Pass
16419,201.05,Medical
35180,1640.47,Accommodation
10119,84.92,Museum Tickets
23379,631.45,Shopping
22744,529.62,Medical
13948,831.19,Accommodation
47929,32.73,Souvenirs
39932,50.31,Museum Tickets
11509,167.81,Guide Services
32882,84.38,Guide Services
41529,470.91,Entertainment
15925,9538.12,Transport
1013,286.87,Ski Pass
6946,47.32,Food
7328,293.76,Guide Services
32903,398.23,Guide Services
2665,36.05,Souvenirs
9944,165.75,Entertainment
2629,4942.03,Transport
20907,220.89,Entertainment
22690,476.81,Entertainment
14086,406.45,Shopping
3846,65.29,Entertainment
1370,81.27,Insurance
18807,54.01,Guide Services
8103,134.34,Shopping
14367,1276.56,Accommodation
20824,305.85,Guide Services
5692,536.24,Medical
20762,309.81,Accommodation
1102,38.26,Museum Tickets
47786,156.18,Food
18283,8.64,Museum Tickets
34542,489.95,Medical
24244,157.4,Entertainment
48372,786.05,Shopping
8208,246.0,Shopping
